id,summary,details,modified,published,package_name,package_ecosystem,package_repo,git_introduced,git_fixed
GO-2022-0272,Directory traversal in github.com/kataras/iris and github.com/kataras/iris/v12,"The Context.UploadFormFiles function is vulnerable to directory traversal attacks, and can be made to write to arbitrary locations outside the destination directory.

This vulnerability only occurs when built with Go versions prior to 1.17. Go 1.17 and later strip directory paths from filenames returned by ""mime/multipart"".Part.FileName, which avoids this issue.",0001-01-01T00:00:00Z,2022-07-15T23:08:12Z,github.com/kataras/iris/v12,Go,,,
GO-2022-0461,Unbounded memory consumption in github.com/pion/dtls/v2,"Attacker can cause unbounded memory consumption.

The Pion DTLS client and server buffer handshake data with no upper limit, permitting an attacker to cause unbounded memory consumption by sending an unterminated handshake.",0001-01-01T00:00:00Z,2022-07-01T20:07:25Z,github.com/pion/dtls/v2,Go,,,
GO-2023-1546,Denial of service in go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,"The otelhttp package of opentelemetry-go-contrib is vulnerable to a denial-of-service attack.

The otelhttp package uses the httpconv.ServerRequest function to annotate metric measurements for the http.server.request_content_length, http.server.response_content_length, and http.server.duration instruments. The ServerRequest function sets the http.target attribute value to be the whole request URI (including the query string). The metric instruments do not ""forget"" previous measurement attributes when ""cumulative"" temporality is used, meaning that the cardinality of the measurements allocated is directly correlated with the unique URIs handled. If the query string is constantly random, this will result in a constant increase in memory allocation that can be used in a denial-of-service attack.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,Go,,,
GO-2022-0316,Incorrect calculation in github.com/open-policy-agent/opa,Pretty-printing an AST that contains synthetic nodes can change the logic of some statements by reordering array literals.,0001-01-01T00:00:00Z,2022-07-27T20:27:33Z,github.com/open-policy-agent/opa,Go,,,
GO-2022-1083,Panic on malformed messages in github.com/free5gc/aper,A malformed message can crash the free5gc/amf and free5gc/ngap decoders via an index-out-of-range panic in `aper.GetBitString`.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/free5gc/aper,Go,,,
GO-2023-1941,Panic when handling invalid request in MITM mode in github.com/elazarl/goproxy,An invalid request can cause a panic when running in MITM mode.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/elazarl/goproxy,Go,,,
GO-2020-0034,Path traversal in github.com/artdarek/go-unzip,"Due to improper path sanitization, archives containing relative file paths can cause files to be written (or overwritten) outside of the target directory.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/artdarek/go-unzip,Go,,,
GO-2023-2102,HTTP/2 rapid reset can cause excessive work in net/http,"A malicious HTTP/2 client which rapidly creates requests and immediately resets them can cause excessive server resource consumption. While the total number of requests is bounded by the http2.Server.MaxConcurrentStreams setting, resetting an in-progress request allows the attacker to create a new request while the existing one is still executing.

With the fix applied, HTTP/2 servers now bound the number of simultaneously executing handler goroutines to the stream concurrency limit (MaxConcurrentStreams). New requests arriving when at the limit (which can only happen after the client has reset an existing, in-flight request) will be queued until a handler exits. If the request queue grows too large, the server will terminate the connection.

This issue is also fixed in golang.org/x/net/http2 for users manually configuring HTTP/2.

The default stream concurrency limit is 250 streams (requests) per HTTP/2 connection. This value may be adjusted using the golang.org/x/net/http2 package; see the Server.MaxConcurrentStreams setting and the ConfigureServer function.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2022-0411,Insufficient randomness in github.com/Masterminds/goutils,"Randomly-generated alphanumeric strings contain significantly less entropy than expected.

The RandomAlphaNumeric and CryptoRandomAlphaNumeric functions always return strings containing at least one digit from 0 to 9. This significantly reduces the amount of entropy in short strings generated by these functions.",0001-01-01T00:00:00Z,2022-07-01T20:08:24Z,github.com/Masterminds/goutils,Go,,,
GO-2022-0761,Improper input validation in net/http and net/http/cgi,"An input validation flaw in the CGI components allows the HTTP_PROXY environment variable to be set by the incoming Proxy header, which changes where Go by default proxies all outbound HTTP requests.

This environment variable is also used to set the outgoing proxy, enabling an attacker to insert a proxy into outgoing requests of a CGI program.

Read more about ""httpoxy"" here: https://httpoxy.org.",0001-01-01T00:00:00Z,2022-08-09T17:05:15Z,stdlib,Go,,,
GO-2022-0528,Panic on crafted messages in github.com/containrrr/shoutrrr,"Sending a message exactly 2000, 4000, or 6000 characters in length to Discord causes a panic.",0001-01-01T00:00:00Z,2022-07-30T03:51:17Z,github.com/containrrr/shoutrrr,Go,,,
GO-2023-1557,Denial of service via HAMT decoding panic in github.com/ipfs/go-unixfs,"Trying to read malformed HAMT sharded directories can cause panics and virtual memory leaks. If you are reading untrusted user input, an attacker can then trigger a panic.

This is caused by bogus `fanout` parameter in the HAMT directory nodes. A workaround is to not feed untrusted user data to the decoding functions.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/ipfs/go-unixfs,Go,,,
GO-2023-2043,Improper handling of special tags within script contexts in html/template,"The html/template package does not apply the proper rules for handling occurrences of ""<script"", ""<!--"", and ""</script"" within JS literals in <script> contexts. This may cause the template parser to improperly consider script contexts to be terminated early, causing actions to be improperly escaped. This could be leveraged to perform an XSS attack.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2021-0163,Privilege escalation on Windows via malicious DLL in syscall,Untrusted search path vulnerability on Windows related to LoadLibrary allows local users to gain privileges via a malicious DLL in the current working directory.,0001-01-01T00:00:00Z,2022-01-05T22:41:50Z,stdlib,Go,,,
GO-2022-1086,Server-side request forger via X-Skipper-Proxy in github.com/zalando/skipper,An attacker can access the internal metadata server or other unauthenticated URLs by adding a specific header (X-Skipper-Proxy) to the http request.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/zalando/skipper,Go,,,
GO-2022-1118,Improper validation of UUIDs in github.com/codenotary/immudb,"A malicious server can trick a client into treating it as a different server by changing the reported UUID.

immudb client SDKs use the server's UUID to distinguish between different server instance so that the client can connect to different immudb instances and keep the state for multiple servers. The SDK does not validate this UUID and accepts any value reported by the server. A malicious server can therefore change the reported UUID and trick the client into treating it as a different server.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/codenotary/immudb,Go,,,
GO-2021-0243,Panic on certain certificates in crypto/tls,crypto/tls clients can panic when provided a certificate of the wrong type for the negotiated parameters. net/http clients performing HTTPS requests are also affected.,0001-01-01T00:00:00Z,2022-02-17T17:32:57Z,stdlib,Go,,,
GO-2023-1558,Denial of service via malformed size parameters in github.com/ipfs/go-bitfield,"When feeding untrusted user input into the size parameter of `NewBitfield` and FromBytes functions, an attacker can trigger panics.

This happens when the size is a not a multiple of 8 or is negative.

A workaround is to ensure size%8 == 0 && size >= 0 yourself before calling NewBitfield or FromBytes.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/ipfs/go-bitfield,Go,,,
GO-2022-0462,Improper validation of client certificates in github.com/pion/dtls/v2,"Client-provided certificates are not correctly validated, and must not be trusted.

DTLS client certificates must be accompanied by proof that the client possesses the private key for the certificate. The Pion DTLS server accepted client certificates unaccompanied by this proof, permitting an attacker to present any certificate and have it accepted as valid.",0001-01-01T00:00:00Z,2022-07-01T20:07:12Z,github.com/pion/dtls/v2,Go,,,
GO-2022-0384,Repository credentials passed to alternate domain in helm.sh/helm/v3,"The username and password credentials associated with a Helm repository can be passed to another domain referenced by that Helm repository.

If the index.yaml for a Helm repository is hosted on one domain and references a chart archive on a different domain, Helm will provide the credentials for the index.yaml's domain when fetching those archives.",0001-01-01T00:00:00Z,2022-07-15T23:29:45Z,helm.sh/helm/v3,Go,,,
GO-2022-0519,Improper validation of access tokens in github.com/flyteorg/flyteadmin,Improper validation of access tokens can permit use of expired tokens.,0001-01-01T00:00:00Z,2022-07-30T03:51:07Z,github.com/flyteorg/flyteadmin,Go,,,
GO-2020-0032,Path traversal in github.com/goadesign/goa,"Due to improper sanitization of user input, Controller.FileHandler allows for directory traversal, allowing an attacker to read files outside of the target directory that the server has permission to read.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/goadesign/goa,Go,,,
GO-2022-1187,Open redirect vulnerability in github.com/go-macaron/i18n,A user controlled string could lead to open redirect.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/go-macaron/i18n,Go,,,
GO-2022-0391,Exposure of unencrypted plaintext hash in github.com/aws/aws-sdk-go,"The AWS S3 Crypto SDK sends an unencrypted hash of the plaintext alongside the ciphertext as a metadata field. This hash can be used to brute force the plaintext, if the hash is readable to the attacker.

AWS now blocks this metadata field, but older SDK versions still send it.",0001-01-01T00:00:00Z,2022-07-01T20:10:56Z,github.com/aws/aws-sdk-go,Go,,,
GO-2022-0493,Incorrect privilege reporting in syscall and golang.org/x/sys/unix,"When called with a non-zero flags parameter, the Faccessat function can incorrectly report that a file is accessible.",0001-01-01T00:00:00Z,2022-07-15T23:30:12Z,stdlib,Go,,,
GO-2023-2115,CSRF token reuse vulnerability in github.com/gofiber/fiber/v2,"A cross-site request forgery vulnerability in this package can allow an attacker to inject arbitrary values and forge malicious requests on behalf of a user. The attacker may inject arbitrary values without any authentication, or perform various malicious actions on behalf of an authenticated user, potentially compromising the security and integrity of the application.

The vulnerability is caused by improper validation and enforcement of CSRF tokens within the application. For 'safe' methods, the token is extracted from the cookie and saved to storage without further validation or sanitization. In addition, the CSRF token is validated against tokens in storage but not associated with a session, nor by using a Double Submit Cookie Method, allowing for token reuse.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/gofiber/fiber/v2,Go,,,
GO-2023-2041,Improper handling of HTML-like comments in script contexts in html/template,"The html/template package does not properly handle HTML-like """" comment tokens, nor hashbang ""#!"" comment tokens, in <script> contexts. This may cause the template parser to improperly interpret the contents of <script> contexts, causing actions to be improperly escaped. This may be leveraged to perform an XSS attack.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2023-1840,Unsafe behavior in setuid/setgid binaries in runtime,"On Unix platforms, the Go runtime does not behave differently when a binary is run with the setuid/setgid bits. This can be dangerous in certain cases, such as when dumping memory state, or assuming the status of standard i/o file descriptors.

If a setuid/setgid binary is executed with standard I/O file descriptors closed, opening any files can result in unexpected content being read or written with elevated privileges. Similarly, if a setuid/setgid program is terminated, either via panic or signal, it may leak the contents of its registers.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2021-0113,Out-of-bounds read in golang.org/x/text/language,"Due to improper index calculation, an incorrectly formatted language tag can cause Parse to panic via an out of bounds read. If Parse is used to process untrusted user inputs, this may be used as a vector for a denial of service attack.",0001-01-01T00:00:00Z,2021-10-06T17:51:21Z,golang.org/x/text,Go,,,
GO-2022-0629,Directory traversal in sigs.k8s.io/secrets-store-csi-driver,"Modifying pod status allows host directory traversal.

Kubernetes Secrets Store CSI Driver allows an attacker who can modify a SecretProviderClassPodStatus/Status resource the ability to write content to the host filesystem and sync file contents to Kubernetes Secrets. This includes paths under var/lib/kubelet/pods that contain other Kubernetes Secrets.",0001-01-01T00:00:00Z,2022-02-15T01:57:18Z,sigs.k8s.io/secrets-store-csi-driver,Go,,,
GO-2020-0010,Elliptic curve key disclosure in github.com/square/go-jose,When using ECDH-ES an attacker can mount an invalid curve attack during decryption as the supplied public key is not checked to be on the same curve as the receivers private key.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/square/go-jose,Go,,,
GO-2022-0230,Improper limitation of path name in github.com/containernetworking/cni,"The FindInPath function is vulnerable to directory traversal attacks, potentially permitting attackers to execute arbitrary binaries.

This function does not sanitize its plugin parameter, so parameter names containing ""../"" or other such elements may reference arbitrary locations on the filesystem.",0001-01-01T00:00:00Z,2022-07-01T20:17:57Z,github.com/containernetworking/cni,Go,,,
GO-2023-1703,Backticks not treated as string delimiters in html/template,"Templates do not properly consider backticks (`) as Javascript string delimiters, and do not escape them as expected.

Backticks are used, since ES6, for JS template literals. If a template contains a Go template action within a Javascript template literal, the contents of the action can be used to terminate the literal, injecting arbitrary Javascript code into the Go template.

As ES6 template literals are rather complex, and themselves can do string interpolation, the decision was made to simply disallow Go template actions from being used inside of them (e.g. ""var a = {{.}}""), since there is no obviously safe way to allow this behavior. This takes the same approach as github.com/google/safehtml.

With fix, Template.Parse returns an Error when it encounters templates like this, with an ErrorCode of value 12. This ErrorCode is currently unexported, but will be exported in the release of Go 1.21.

Users who rely on the previous behavior can re-enable it using the GODEBUG flag jstmpllitinterp=1, with the caveat that backticks will now be escaped. This should be used with caution.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2022-0564,Signature forgery in github.com/biscuit-auth/biscuit-go,"An attacker can forge Biscuit v1 tokens with any access level.

There is no known workaround for Biscuit v1. The Biscuit v2 specification avoids this vulnerability.",0001-01-01T00:00:00Z,2022-08-15T18:02:15Z,github.com/biscuit-auth/biscuit-go,Go,,,
GO-2021-0224,Data race and crash in net/http,HTTP servers where the Handler concurrently reads the request body and writes a response can encounter a data race and crash. The httputil.ReverseProxy Handler is affected.,0001-01-01T00:00:00Z,2022-02-17T17:36:04Z,stdlib,Go,,,
GO-2021-0088,Denial of service in github.com/facebook/fbthrift,"Skip ignores unknown fields, rather than failing. A malicious user can craft small messages with unknown fields which can take significant resources to parse. If a server accepts messages from an untrusted user, it may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/facebook/fbthrift,Go,,,
GO-2022-1148,Resource exhaustion in github.com/libp2p/go-libp2p,"go-libp2p is vulnerable to targeted resource exhaustion attacks.

These attacks target libp2p's connection, stream, peer, and memory management. An attacker can cause the allocation of large amounts of memory ultimately leading to the process getting killed by the host's operating system.

While a connection manager tasked with keeping the number of connections within manageable limits has been part of go-libp2p, this component was designed to handle the regular churn of peers, not a targeted resource exhaustion attack.

It's recommend to update to v0.21.0 onwards to get some useful functionality that will help in production environments like better metrics around resource usage, Grafana dashboards around resource usage, allow list support, and default autoscaling limits.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/libp2p/go-libp2p,Go,,,
GO-2020-0024,Infinite loop in github.com/btcsuite/go-socks,"The RemoteAddr and LocalAddr methods on the returned net.Conn may call themselves, leading to an infinite loop which will crash the program due to a stack overflow.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/btcsuite/go-socks,Go,,,
GO-2023-2000,Large RSA keys can cause high resource usage in core/crypto package,"Large RSA keys can lead to resource exhaustion attacks.

With fix, the size of RSA keys transmitted during handshakes is restricted to <= 8192 bits.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/libp2p/go-libp2p,Go,,,
GO-2021-0241,Attacker can drop certain headers in net/http/httputil,"ReverseProxy can be made to forward certain hop-by-hop headers, including Connection. If the target of the ReverseProxy is itself a reverse proxy, this lets an attacker drop arbitrary headers, including those set by the ReverseProxy.Director.",0001-01-01T00:00:00Z,2022-02-17T17:33:16Z,stdlib,Go,,,
GO-2023-1883,Denial of service via OOM in github.com/cometbft/cometbft,"A bug in the CometBFT middleware causes the mempool's two data structures to fall out of sync. This can lead to duplicate transactions that cannot be removed, even after they are committed in a block. The only way to remove the transaction is to restart the node. This can be exploited by an attacker to bring down a node by repeatedly submitting duplicate transactions.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/cometbft/cometbft,Go,,,
GO-2022-1213,Insecure generation of cookies in github.com/go-macaron/csrf,"The Options.Secure value is ignored, and cookies created by Generate never have the secure attribute.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/go-macaron/csrf,Go,,,
GO-2023-1732,Timing attack from non-constant time scalar multiplication in github.com/bnb-chain/tss-lib,Timing attack from non-constant time scalar multiplication in github.com/bnb-chain/tss-lib.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/bnb-chain/tss-lib,Go,,,
GO-2022-0755,Cross-site request forgery in github.com/rancher/rancher,Rancher 2 is vulnerable to a Cross-Site Websocket Hijacking attack that allows an exploiter to gain access to clusters managed by Rancher.,0001-01-01T00:00:00Z,2021-05-18T15:42:40Z,github.com/rancher/rancher,Go,,,
GO-2022-0203,"Remote command execution via ""go get"" command with ""-insecure"" option in cmd/go","The ""go get"" command is vulnerable to remote code execution.

When the -insecure command-line option is used, ""go get"" does not validate the import path (get/vcs.go only checks for ""://"" anywhere in the string), which allows remote attackers to execute arbitrary OS commands via a crafted web site.",0001-01-01T00:00:00Z,2022-08-09T23:19:00Z,toolchain,Go,,,
GO-2021-0054,Panic due to improper input validation in github.com/tidwall/gjson,"Due to improper bounds checking, maliciously crafted JSON objects can cause an out-of-bounds panic. If parsing user input, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/tidwall/gjson,Go,,,
GO-2023-2137,Credentials leak in github.com/ydb-platform/ydb-go-sdk/v3,"A custom credentials object that does not implement the fmt.Stringer interface may leak sensitive information (e.g., credentials) via logs.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/ydb-platform/ydb-go-sdk/v3,Go,,,
GO-2022-0256,Panic via maliciously crafted message in github.com/ethereum/go-ethereum,A maliciously crafted snap/1 protocol message can cause a panic.,0001-01-01T00:00:00Z,2022-07-15T23:08:03Z,github.com/ethereum/go-ethereum,Go,,,
GO-2023-1753,Improper handling of empty HTML attributes in html/template,"Templates containing actions in unquoted HTML attributes (e.g. ""attr={{.}}"") executed with empty input can result in output with unexpected results when parsed due to HTML normalization rules. This may allow injection of arbitrary attributes into tags.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2023-1495,Request smuggling due to improper request handling in golang.org/x/net/http2/h2c,"A request smuggling attack is possible when using MaxBytesHandler.

When using MaxBytesHandler, the body of an HTTP request is not fully consumed. When the server attempts to read HTTP2 frames from the connection, it will instead be reading the body of the HTTP request, which could be attacker-manipulated to represent arbitrary HTTP2 requests.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,golang.org/x/net,Go,,,
GO-2022-0201,"Remote command execution via ""go get"" command with cgo in cmd/go","The ""go get"" command with cgo is vulnerable to remote command execution by leveraging the gcc or clang plugin feature.

When cgo is enabled, the build step during ""go get"" invokes the host C compiler, gcc or clang, adding compiler flags specified in the Go source files. Both gcc and clang support a plugin mechanism in which a shared-library plugin is loaded into the compiler, as directed by compiler flags. This means that a Go package repository can contain an attack.so file along with a Go source file that says (for example) ""// #cgo CFLAGS: -fplugin=attack.so"" causing the attack plugin to be loaded into the host C compiler during the build. Gcc and clang plugins are completely unrestricted in their access to the host system.",0001-01-01T00:00:00Z,2022-08-09T18:15:41Z,toolchain,Go,,,
GO-2023-1857,Panic when parsing ranges with invalid masks in github.com/malfunkt/iprange,Parsing a range with a mask larger than 32 bits causes a panic.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/malfunkt/iprange,Go,,,
GO-2023-1709,Cache-timing attacks in Shamir's secret sharing in github.com/hashicorp/vault,"HashiCorp Vault's implementation of Shamir's secret sharing uses precomputed table lookups, and is vulnerable to cache-timing attacks.

An attacker with access to, and the ability to observe a large number of unseal operations on the host through a side channel may reduce the search space of a brute force effort to recover the Shamir shares.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/hashicorp/vault,Go,,,
GO-2021-0073,Arbitrary command execution in github.com/git-lfs/git-lfs,Arbitrary command execution can be triggered by improperly sanitized SSH URLs in LFS configuration files. This can be triggered by cloning a malicious repository.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/git-lfs/git-lfs,Go,,,
GO-2021-0239,Improper sanitization when resolving values from DNS in net,"The LookupCNAME, LookupSRV, LookupMX, LookupNS, and LookupAddr functions and their respective methods on the Resolver type may return arbitrary values retrieved from DNS which do not follow the established RFC 1035 rules for domain names. If these names are used without further sanitization, for instance unsafely included in HTML, they may allow for injection of unexpected content. Note that LookupTXT may still return arbitrary values that could require sanitization before further use.",0001-01-01T00:00:00Z,2022-02-17T17:33:35Z,stdlib,Go,,,
GO-2021-0084,Incorrect permissions for critical resource in github.com/astaxie/beego,"Session data is stored using permissive permissions, allowing local users with filesystem access to read arbitrary data.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/astaxie/beego,Go,,,
GO-2021-0258,Incorrect authorization in github.com/pomerium/pomerium,"Pomerium is an open source identity-aware access proxy. Changes to the OIDC claims of a user after initial login are not reflected in policy evaluation when using allowed_idp_claims as part of policy. If using allowed_idp_claims and a user's claims are changed, Pomerium can make incorrect authorization decisions.

For users unable to upgrade clear data on databroker service by clearing redis or restarting the in-memory databroker to force claims to be updated.",0001-01-01T00:00:00Z,2022-01-14T17:30:31Z,github.com/pomerium/pomerium,Go,,,
GO-2021-0081,Insufficiently Protected Credentials in github.com/containers/image,"The HTTP client used to connect to the container registry authorization service explicitly disables TLS verification, allowing an attacker that is able to MITM the connection to steal credentials.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/containers/image,Go,,,
GO-2023-1549,Improper input validation in github.com/openshift/apiserver-library-go,"Low-privileged users can set the seccomp profile for pods they control to ""unconfined.""

By default, the seccomp profile used in the restricted-v2 Security Context Constraint (SCC) is ""runtime/default,"" allowing users to disable seccomp for pods they can create and modify.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/openshift/apiserver-library-go,Go,,,
GO-2021-0104,Authorization bypass in github.com/pion/webrtc/v3,"Due to improper error handling, DTLS connections were not killed when certificate verification failed, causing users who did not check the connection state to continue to use the connection. This could allow allow an attacker which holds the ICE password, but not a valid certificate, to bypass this restriction.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,github.com/pion/webrtc/v3,Go,,,
GO-2022-0229,Panic in certificate parsing in crypto/x509 and golang.org/x/crypto/cryptobyte,"On 32-bit architectures, a malformed input to crypto/x509 or the ASN.1 parsing functions of golang.org/x/crypto/cryptobyte can lead to a panic.

The malformed certificate can be delivered via a crypto/tls connection to a client, or to a server that accepts client certificates. net/http clients can be made to crash by an HTTPS server, while net/http servers that accept client certificates will recover the panic and are unaffected.",0001-01-01T00:00:00Z,2022-07-06T18:23:48Z,stdlib,Go,,,
GO-2022-1167,Denial of service in string value parsing in helm.sh/helm/v3,"Applications that use the strvals package in the Helm SDK to parse user supplied input can suffer a Denial of Service when that input causes an error that cannot be recovered from.

The strvals package contains a parser that turns strings into Go structures. For example, the Helm client has command line flags like --set, --set-string, and others that enable the user to pass in strings that are merged into the values. The strvals package converts these strings into structures Go can work with. Some string inputs can cause can cause a stack overflow to be created causing a stack overflow error. Stack overflow errors cannot be recovered from.

The Helm Client will panic with input to --set, --set-string, and other value setting flags that causes a stack overflow. Helm is not a long running service so the error will not affect future uses of the Helm client.",0001-01-01T00:00:00Z,2022-12-14T18:06:02Z,helm.sh/helm/v3,Go,,,
GO-2022-0558,Privilege escalation in github.com/containers/psgo,"The psgo package executes the 'nsenter' binary, potentially allowing privilege escalation when used in environments where nsenter is provided by an untrusted source.",0001-01-01T00:00:00Z,2022-08-22T18:07:59Z,github.com/containers/psgo,Go,,,
GO-2021-0083,Improper certificate validation in github.com/hybridgroup/gobot,"TLS certificate verification is skipped when connecting to a MQTT server. This allows an attacker who can MITM the connection to read, or forge, messages passed between the client and server.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/hybridgroup/gobot,Go,,,
GO-2023-1568,Path traversal on Windows in path/filepath,"A path traversal vulnerability exists in filepath.Clean on Windows.

On Windows, the filepath.Clean function could transform an invalid path such as ""a/../c:/b"" into the valid path ""c:\b"". This transformation of a relative (if invalid) path into an absolute path could enable a directory traversal attack.

After fix, the filepath.Clean function transforms this path into the relative (but still invalid) path "".\c:\b"".",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2022-0952,Incorrect event parsing in github.com/matrix-org/gomatrixserverlib,"Power level parsing does not parse the ""events_default"" key of the m.room.power_levels event, setting the event default power level to zero in all cases. This can cause events to be improperly accepted or rejected in rooms where the event_default power level has been changed.",0001-01-01T00:00:00Z,2022-08-22T18:08:50Z,github.com/matrix-org/gomatrixserverlib,Go,,,
GO-2020-0013,Man-in-the-middle attack in golang.org/x/crypto/ssh,By default host key verification is disabled which allows for man-in-the-middle attacks against SSH clients if ClientConfig.HostKeyCallback is not set.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,golang.org/x/crypto,Go,,,
GO-2023-1788,Incorrect permissions in github.com/goreleaser/nfpm/v2,"When nfpm packages files without additional configuration to enforce its own permissions, the files could be packaged with incorrect permissions (chmod 666 or 777). Anyone who uses nfpm to create packages and does not check or set file permissions before packaging could result in files or folders being packaged with incorrect permissions.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/goreleaser/nfpm/v2,Go,,,
GO-2021-0412,Incorrect authorization in github.com/containerd/imgcrypt,"The imgcrypt library provides API extensions for containerd to support encrypted container images and implements the ctd-decoder command line tool for use by containerd to decrypt encrypted container images. The imgcrypt function `CheckAuthorization` is supposed to check whether the current used is authorized to access an encrypted image and prevent the user from running an image that another user previously decrypted on the same system. In versions prior to 1.1.4, a failure occurs when an image with a ManifestList is used and the architecture of the local host is not the first one in the ManifestList. Only the first architecture in the list was tested, which may not have its layers available locally since it could not be run on the host architecture. Therefore, the verdict on unavailable layers was that the image could be run anticipating that image run failure would occur later due to the layers not being available. However, this verdict to allow the image to run enabled other architectures in the ManifestList to run an image without providing keys if that image had previously been decrypted. A patch has been applied to imgcrypt 1.1.4. Workarounds may include usage of different namespaces for each remote user.",0001-01-01T00:00:00Z,2022-04-28T23:35:11Z,github.com/containerd/imgcrypt,Go,,,
GO-2022-0522,Stack exhaustion on crafted paths in path/filepath,Calling Glob on a path which contains a large number of path separators can cause a panic due to stack exhaustion.,0001-01-01T00:00:00Z,2022-07-20T17:02:29Z,stdlib,Go,,,
GO-2023-1752,Improper handling of JavaScript whitespace in html/template,"Not all valid JavaScript whitespace characters are considered to be whitespace. Templates containing whitespace characters outside of the character set ""\t\n\f\r\u0020\u2028\u2029"" in JavaScript contexts that also contain actions may not be properly sanitized during execution.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2020-0043,Authentication bypass in github.com/mholt/caddy,"Due to improper TLS verification when serving traffic for multiple SNIs, an attacker may bypass TLS client authentication by indicating an SNI during the TLS handshake that is different from the name in the HTTP Host header.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/mholt/caddy,Go,,,
GO-2021-0265,Denial of service in github.com/tidwall/gjson,A maliciously crafted path can cause Get and other query functions to consume excessive amounts of CPU and time.,0001-01-01T00:00:00Z,2022-08-15T18:06:07Z,github.com/tidwall/gjson,Go,,,
GO-2021-0071,Race condition in github.com/lxc/lxd,"A race between chown and chmod operations during a container filesystem shift may allow a user who can modify the filesystem to chmod an arbitrary path of their choice, rather than the expected path.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/lxc/lxd,Go,,,
GO-2022-1178,JWT leak in github.com/bradleyfalzon/ghinstallation,"Errors returned by ghinstallation.Transport can include the JWT used for the failed operation. If the error is exposed to an untrusted party, this JWT could be extracted and used to authenticate further requests.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/bradleyfalzon/ghinstallation,Go,,,
GO-2023-1589,Denial of service from memory exhaustion in github.com/notaryproject/notation-go,"Parsing PKIX distinguished names containing the string ""=#"" can cause excessive memory consumption.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/notaryproject/notation-go,Go,,,
